HGNC.approved.symbol,logFC,logCPM,F,PValue
FOXP2,11.3948682831211,4.89222459474785,20.587592672103,5.69937703163423e-06
KDM4D,9.61987812713533,6.08653611188533,13.9748284837373,0.000185320806414269
PAF1,9.54172905867178,11.4919454899906,11.926211686789,0.000553598889424581
YEATS4,9.37886379372759,2.93464934499643,16.5460907636441,4.74980761788292e-05
PCGF1,8.28240107318199,3.97999053674804,12.0772594323196,0.000510502682751959
CCDC101,8.23478894170196,6.69028198164432,12.0778210762457,0.000510348925314387
CHD9,8.09006491325417,11.0195220880466,9.96263721817754,0.00159770315913013
EYA2,8.01840411248084,1.6874931902483,14.8859035975877,0.000114245388973595
SUPT3H,7.99460222257287,1.66685569622469,14.8566644985095,0.000116029979945241
CDC6,7.75647469537524,1.45883277301246,14.5318643385966,0.000137845843338707
HR,7.7527341855475,1.45788071708402,14.5264859661427,0.00013823989982635
ACTL6B,7.74312925526871,1.40147352171336,14.5055140663143,0.000139787309453588
PRMT7,7.72310642442868,1.43268137134481,14.4816498631093,0.000141569353656735
DNMT3A,7.61335870907506,1.33912504869601,14.3080307796877,0.000155241852877885
EPC1,7.46223177504841,7.11374630006761,10.6935116603162,0.00107528231801832
GATAD2B,7.25657556591374,6.42307921987271,10.3698933144246,0.00128105297311119
KDM8,6.9633523610455,0.809356584511283,13.4815363306985,0.00024097868561052
PRKAA2,6.88806324866072,1.34097659014244,10.4003458499053,0.00126009859620458
SP140,6.86507456772603,0.735995504300357,13.3622394788894,0.000256800472555934
BAZ1B,6.78047722430554,6.64895889896263,9.45806050503021,0.00210248662745669
C14orf169,6.70824191291755,0.613504183789683,13.15336998481,0.00028706655525166
ZNF711,6.28271747148556,2.86458029182934,7.2931797309279,0.0069222088380552
ZNF541,6.17864720812105,0.233628896152079,12.7285268200099,0.000360195574221704
HIF1AN,6.02922494198827,6.64969304086854,7.87571469884024,0.00501074099229829
SRCAP,5.95114204946568,5.9761527116023,7.89044919381396,0.00497008438042966
DPY30,5.76659285527613,7.08760045722768,7.4556268874305,0.00632434188416736
PITX2,5.75146111545093,0.432616871583078,8.64824236012018,0.00327410646051227
CECR2,5.70983542278092,3.42521346795858,6.67899633223363,0.00975618358157489
SUPT6H,5.53045764229561,7.80469573465559,6.94101660837657,0.0084247044209602
DR1,5.46007282120209,6.85521063962734,6.88315985346536,0.00870175249518922
SOX2,5.38816599553109,-0.248755547279171,12.2075325577672,0.000476061712557242
TRIM16,5.3607404433833,3.18097188739138,6.48959555628434,0.0108514315322722
CXXC1,5.11766198745689,6.34784311174111,6.25279538687465,0.0124004591940248
EXOSC4,5.11292323314591,5.81737044287307,6.27760174048673,0.0122280535787806
SAP30,5.10099896667066,-0.40451040399576,12.039122675711,0.000521053259691606
ING1,5.05788909934818,4.25932412426988,6.02594145457605,0.0140978687742943
SMYD3,4.9396402814756,5.4088929721591,5.97989543636927,0.0144706281265638
RB1,4.76282284958394,5.67817674166269,5.65430814430884,0.0174133804988106
RPS6KA4,4.6130328273893,1.99776437763235,5.25383190697134,0.0218994228252178
TDRKH,4.58770866053338,3.27875778340123,4.95963508748811,0.0259466766842966
USP11,4.53645667585102,4.71245028519995,5.21214079715962,0.0224306369996536
NSD1,4.49227551865176,5.86134176002896,5.14714409768023,0.0232855906554436
TADA2B,4.46991674126351,4.8456530367903,5.16866663246012,0.0229988082716746
HIRIP3,4.43955417502011,4.96164986380547,5.05349406967151,0.0245773038891189
SETD1A,4.41954289347449,3.28510684405258,4.69965384263847,0.0301697475808024
INO80D,4.36095673612629,4.48616687974548,4.88719791857925,0.0270575761957946
TAF1L,4.33390420604187,-0.120972559523619,5.95737400926014,0.0146566269580404
SETD5,4.26564097335911,4.97369839658037,4.75158903259811,0.0292722951038752
ZHX1,4.22847888125838,4.13403581353807,4.54387841212038,0.0330377491558414
PRMT1,4.21048894393248,6.95101020017743,4.57022165101351,0.0325334402294324
SIN3A,4.20665406328574,4.46679639602951,4.61524472765774,0.0316900470852597
BRE,4.20174233251422,4.36015402463571,4.5834154490129,0.0322838882438565
PCDHGB7,4.06064013138408,-0.326274454887307,5.77248878086751,0.0162797764959637
WHSC1L1,4.05269904913736,6.40528520919202,4.29121857445621,0.038310846173511
MGA,4.03151144154518,0.832837115974999,4.39215809601193,0.0361057097319732
HDAC10,4.01434977821615,-0.0055237673793042,5.00984934884447,0.0252044836186277
KAT6B,3.99204262602778,5.33550606886751,4.24957953481467,0.0392612063067308
FHIT,3.95875912382528,3.52462642970506,3.80617273378612,0.0510652562751244
PHC1,3.94353697945229,9.28368998852231,3.82979241159642,0.0503504144725899
SCML2,3.93425300973113,1.89193623230375,3.85155536025908,0.0497011240459382
USP46,3.92778927468408,3.18809555269841,3.74712129975966,0.0528998042133138
ASH2L,3.88930736268125,7.06290491735275,4.0154344795283,0.0450868130630857
RUVBL1,3.88702942938679,5.53383835593307,4.08346961374924,0.0433058434490578
HDAC11,3.7975383023169,4.14027076301898,3.79488844546665,0.0514105520279611
VPS72,3.78691935711902,4.49820197012289,3.84493863290673,0.0498975907394398
EID2,3.71304626770646,-0.974554893870913,9.93862480949883,0.0845247663776895
EHMT1,3.68843693308938,3.68749487630728,3.54876703847164,0.0595910138292064
BRMS1L,3.67192714273432,-0.714260667600542,5.97545585990669,0.0145071002356587
CHAF1B,3.65270706661033,4.50205493404974,3.61204568091484,0.0573638075737284
PRDM11,3.62785131855898,-0.975204539453247,10.2200676136007,0.00138940131250908
RCC1,3.62785131855898,-0.975204539453247,10.2200676136007,0.00138940131250908
DOT1L,3.55829949833643,-0.0325460729746878,4.00702399831523,0.0453122726925722
PCDH10,3.5393392477177,3.93120569700939,3.34211786920655,0.0675289755384194
SMARCA1,3.53834667554438,4.36331987931543,3.33310021030998,0.0679001139615406
PARG,3.52634544281371,-1.00312268870867,10.0343270177287,0.00153670388778649
APC,3.47428278975398,0.894172131797561,3.33712180131001,0.0677343292474895
WSB2,3.46909390982166,2.50655608844471,3.2571134163125,0.0711155573609097
PRKAB2,3.44601665190052,0.685739793021844,3.40872302513669,0.064853938754689
EID1,3.42227893009882,6.39193901928365,3.24881285519268,0.0714765580797052
DNMT3B,3.36371475919923,6.8775748420917,3.14054089619959,0.0763698431433695
CDK9,3.29119355156927,2.75748455869441,2.8983979015452,0.0886690327852791
BANP,3.27284936117623,-0.0739815209419572,3.48177519529866,0.062049456274634
APOBEC3F,3.23312017723137,1.40477462779532,2.94696634558416,0.0860403168772886
CBX8,3.22991851819613,-1.0756664327828,9.47708510425416,0.0020807953601632
TAF9B,3.22876568139175,4.45927921034289,2.9191998706189,0.0875326495709942
ARID2,3.22817141432592,5.82463540210663,2.96693036775382,0.0849843565680785
HIRA,3.22535996422978,0.354917803472247,3.14932875073279,0.0759595680767037
SPEN,3.2215553349406,6.81250500621158,2.91318631646531,0.0878595315788361
GSG2,3.16230865742056,-0.911016037482345,4.7735277569035,0.262695220988068
CHEK1,3.15808561347213,3.83604861872069,2.70434624787933,0.100076508031138
NAA60,3.14524829814406,5.61544042656361,2.8413425473594,0.0918688268162249
SMYD2,3.12589000778273,6.54998511374298,2.77213940763444,0.095919289239394
ERCC6,3.07307189496278,-1.10973122908542,9.18374507999041,0.00244201873555487
CDK5,3.03279875847753,4.0751589259976,2.56295973680508,0.109395026035215
TDRD3,3.02452603320411,3.55697577246628,2.42635479166482,0.11931147148999
ZMYM3,2.98388441181259,4.5579038801718,2.57764086473494,0.108384502715636
NCOR2,2.97128758209211,4.54658494780767,2.55692289567789,0.109813550831761
ESR1,2.91364316579868,6.9217209982374,2.43659589967822,0.118534625293019
SMARCD2,2.90237830650907,4.40592031431634,2.43521566575785,0.11863899689494
EP300,2.89065015892701,6.56103266349189,2.4090607286863,0.120636147897938
SMARCA4,2.83877593601571,8.54885159379577,2.26361207813048,0.132446238392007
EXOSC2,2.83442970646688,3.38161036943297,2.24009047592636,0.134474527313978
DMAP1,2.79928754628761,3.29490643202768,2.17179801020638,0.140563217255663
SETD7,2.77756688295081,4.55711965847065,2.26186860698621,0.132595400833676
SIRT2,2.69585033038969,5.50226258879587,2.15886696430219,0.141750589996717
APOBEC3B,2.68233489739814,6.08505325045659,2.12003873058211,0.145384275892233
CLOCK,2.67674006949192,0.620159582214484,1.95101695664406,0.162478696579207
UBR2,2.67568470064467,11.6929098587382,1.65195796279852,0.198693986534505
IKBKAP,2.64923057336766,3.69180254474438,1.97739011492617,0.159667016782075
APOBEC3D,2.63157194138839,-0.81962693321272,3.13723645068609,0.0765247323087087
GADD45B,2.63156295348532,5.71384979525121,2.0614874665708,0.15106405027542
PRDM12,2.624181668974,-1.17559158075986,7.15639347771894,0.222552608305598
MSL2,2.61150895525548,0.370731694849698,1.86193103466571,0.172403473888193
UBN1,2.59534812452478,3.18743176445606,1.90005752476732,0.168073263625981
KDM4A,2.59263778184185,-0.177319032507827,2.37814570694247,0.123044940338399
ASH1L,2.59069753695134,6.25699048886515,1.98713081700784,0.158642596279972
HUWE1,2.56911574607379,11.1732834260579,1.59556808764299,0.206533730938485
BRPF3,2.56849936319109,5.48679502362568,1.98078148136114,0.159309497813446
VRK1,2.54787887562977,2.65062943214153,1.87352425152013,0.171073367062345
DNTTIP2,2.52078029799825,4.80689084338507,1.91875601463525,0.165995247435386
TAF9,2.50171760319238,7.48632084221182,1.84124612740097,0.17480633763294
TLE1,2.48547665193655,5.65422900329118,1.86112951115516,0.172495872301443
SETMAR,2.42889447686472,4.07604314431291,1.73165218287319,0.188201389170408
APBB1,2.42395764011828,2.48153174505393,1.66670504661842,0.196701786899106
GTF3C4,2.39784454367853,2.97310315129719,1.65637965750359,0.198094181317391
SF3B3,2.3570969437671,4.63690420370636,1.68387490851311,0.194411705730212
CDYL,2.35367858414641,6.36671862026303,1.6618963672046,0.197348812208697
CHD3,2.34813379141022,4.98806126248396,1.68654660999249,0.194058171575017
SFMBT1,2.32370706461542,3.6922854693933,1.55174774932848,0.212878920329358
SFPQ,2.29192212042915,8.45805041958333,1.53402061868637,0.215511327283779
PHC2,2.24564384367705,3.75645823209483,1.45983641343681,0.226957432547553
MBD5,2.24060425654371,-0.306900004413338,1.87609222497719,0.170780336971844
ZBTB33,2.21492919627962,1.73706523054033,1.44356078862199,0.229565271940401
RASSF1,2.17966713623067,3.45027318279237,1.38133039695384,0.239875917562526
TET1,2.15832038034495,-1.0790924294014,2.8639062516476,0.0905886672210384
ARRB1,2.12554504883673,7.89353808245956,1.34998199191691,0.245282508977113
HELLS,2.11833003359946,1.26188190507292,1.31953876695592,0.250676076893765
HCFC1,2.11225131363456,6.07070072005648,1.36501750569715,0.2426710427276
MTA3,2.08656655942471,4.52289790266555,1.33059705997802,0.248700264706203
MTA2,2.07897763378703,0.356744068762896,1.40366251431072,0.236112570747123
TONSL,2.07667869687173,1.16831418318123,1.3084092911268,0.252684092165834
RNF40,2.05575370877355,6.30288619449968,1.29218059574528,0.255647705131152
NEK9,2.05165953358979,3.46011797602168,1.23055034188962,0.267301233034602
PPP4R2,2.04949290954184,2.0288814063782,1.26742995310921,0.260250585163578
NCOA2,2.03838197260635,0.00615091680337058,1.23743123907249,0.265967891169775
PARP3,2.03089071611709,3.4351063463565,1.19313857289004,0.274698562384231
RRP8,2.02633813259996,2.90195153600182,1.21009249109493,0.27131499291619
ERBB4,2.00709747789517,2.56934997712296,1.1961907846778,0.274085530834509
